"experiment_group","customer_id","customer_name","signup_date","device","total_transaction","total_session"
B,1399,Matthew Velez MD,"2021-10-31",mobile,216.99,4
A,1400,Whitney Robinson,"2024-05-15",mobile,382.73,3
B,1401,Dr. Kathy Reese DDS,"2020-11-01",mobile,361.74,4
B,1403,Tara Maxwell,"2020-12-17",mobile,86.88,5
A,1406,Randy Carey,"2021-03-25",mobile,973.37,4
B,1409,Edwin Campbell,"2022-08-03",mobile,303.46,4
A,1414,Christopher Anderson,"2022-11-30",mobile,103.58,3
A,1416,Yvonne Schultz,"2024-10-01",mobile,506.41,4
B,1417,Lauren Marshall,"2025-08-04",mobile,40.33,2
B,1421,Debbie Miller,"2023-06-11",mobile,176.35,3
A,1424,Justin Wilson,"2020-03-24",mobile,56.1,2
A,1426,Heather Marshall,"2025-02-19",mobile,30.27,2
B,1431,Erik Perez,"2021-09-12",mobile,10.04,2
B,1437,Desiree Roberts,"2022-10-13",mobile,192.91,4
A,1440,Dustin Riley,"2021-11-03",mobile,321.55,4
B,1443,Jordan Dunn,"2021-06-23",mobile,187.46,3
B,1447,Lindsey Davis,"2025-06-01",mobile,71.68,7
B,1453,Dorothy Owen,"2021-02-11",mobile,11.62,5
B,1459,Catherine Freeman,"2022-12-28",mobile,980.95,4
A,1464,Donald Montgomery,"2023-06-15",mobile,359.16,4
A,1466,Jonathan Miller,"2020-05-12",mobile,17.92,5
A,1476,Ann Pierce,"2021-10-04",mobile,198.5,4
A,1480,Shannon Fisher DVM,"2025-04-03",mobile,213.08,8
B,1485,Stephanie Mendoza,"2020-07-06",mobile,174.23,2
A,1486,Kevin Hill,"2024-10-24",mobile,194.56,6
B,1495,Cory Jones,"2021-03-11",mobile,529.41,2
A,1496,Susan Bonilla,"2022-05-02",mobile,174.36,4
B,1497,Todd Rogers,"2024-06-26",mobile,215.97,3
A,1498,Lisa Garcia,"2025-05-14",mobile,144.33,2
B,1501,Luis Carpenter,"2024-06-20",mobile,144.46,3
A,1502,Melanie Roy,"2025-03-05",mobile,224.03,4
B,1503,Larry Grant,"2024-09-16",mobile,319.02,3
B,1505,Donald Cervantes,"2023-09-06",mobile,66.34,5
B,1511,John Cole,"2023-02-21",mobile,96.44,3
B,1517,Ronald Sanchez,"2023-11-27",mobile,540.18,5
B,1519,Ryan Cross,"2024-02-16",mobile,227.11,4
A,1520,Bryan Rivera,"2022-09-18",mobile,133.65,3
A,1522,Diane Duncan,"2024-07-28",mobile,401.84,4
B,1527,Brandon Dyer,"2023-04-29",mobile,177.42,4
B,1537,Veronica Flores,"2021-05-30",mobile,174.78,3
B,1547,Ryan Richard,"2021-03-15",mobile,135.63,3
A,1552,Colleen Walker,"2025-09-21",mobile,14.55,3
A,1554,Krista Christian,"2021-05-13",mobile,244.37,2
B,1559,Eileen Thomas,"2025-02-21",mobile,183.91,6
B,1561,Mary Craig DVM,"2021-10-27",mobile,301.6,5
B,1563,Javier Pearson,"2021-08-28",mobile,160.21,5
B,1565,Bruce Rubio,"2023-02-05",mobile,245.34,3
B,1567,Phillip Rogers,"2021-07-05",mobile,145.23,4
B,1569,Anne Ramos,"2022-07-23",mobile,70.77,2
B,1573,Sarah Smith,"2025-08-25",mobile,52.23,7
B,1581,Scott Burnett,"2021-07-29",mobile,25.46,4
A,1582,Michael Miller,"2024-11-22",mobile,111.98,4
B,1587,Roger Davis,"2024-08-31",mobile,275.87,5
B,1589,Cynthia Benton,"2022-01-05",mobile,95.64,3
B,1609,Melissa Wilson MD,"2021-11-18",mobile,307.85,2
A,1612,Paul Pratt,"2023-11-30",mobile,84.8,2
B,1619,Joseph Stewart DDS,"2024-09-18",mobile,42.34,3
B,1623,Jennifer Spence,"2023-10-31",mobile,86.9,5
B,1625,Tamara Oconnell,"2025-09-14",mobile,1501.17,3
B,1627,Erika Pacheco,"2021-01-21",mobile,56.46,3
A,1628,Thomas Sandoval,"2021-10-27",mobile,501.97,4
A,1630,Debra Rose,"2021-11-12",mobile,373.77,11
B,1631,Sandra Clark,"2021-06-25",mobile,483.48,4
A,1632,Susan Mcknight,"2023-12-14",mobile,134.88,3
B,1633,Robert Kerr,"2022-02-26",mobile,780.38,4
B,1641,Kim Walsh,"2021-09-26",mobile,109.25,3
B,1643,Stephen Burns,"2023-09-10",mobile,27.51,7
A,1644,Susan Mullins,"2022-06-22",mobile,268.93,3
A,1646,Jessica Jackson,"2022-07-08",mobile,204.29,2
A,1656,Derek Garcia,"2020-05-22",mobile,322.06,6
A,1660,Thomas Hernandez,"2022-09-04",mobile,11.03,6
B,1665,Mrs. Patricia Pierce,"2020-04-09",mobile,240.5,4
A,1672,Eric Jenkins,"2022-06-11",mobile,204.03,2
A,1676,Christopher Horn,"2024-08-17",mobile,203.2,2
A,1682,Brianna Hunt,"2020-06-13",mobile,356.41,5
A,1684,Wayne Robertson,"2023-11-14",mobile,255.82,3
A,1686,Stephen King,"2022-09-27",mobile,211.59,6
A,1688,Crystal Gordon,"2024-06-15",mobile,489.25,6
B,1695,Paul Shaw,"2023-12-04",mobile,151.19,10
A,1696,Madeline Reese,"2022-12-20",mobile,283.36,6
A,1702,Anthony Hall,"2022-04-06",mobile,96.8,6
A,1704,Danielle Jones,"2025-09-01",mobile,48.86,4
B,1705,Andrea Curry,"2022-03-24",mobile,28.04,3
A,1708,Beverly Gonzalez,"2024-11-05",mobile,102.12,3
A,1712,Melinda Brown,"2021-04-05",mobile,295.98,6
B,1715,Adam Ray,"2024-06-14",mobile,40.19,3
A,1716,Michael Wiggins,"2025-01-27",mobile,254.52,4
B,1719,Jessica Conley,"2024-11-22",mobile,458.01,2
A,1720,Mathew Turner,"2022-07-28",mobile,374.61,6
B,1721,Taylor Brown,"2020-09-06",mobile,14.55,4
A,1722,Gina Hanson,"2021-11-01",mobile,89.52,4
A,1724,Dr. Carl Sullivan,"2022-03-07",mobile,341.4,4
B,1725,Mr. Wesley Hughes,"2021-07-16",mobile,279.47,7
B,1727,Jeffery Newman,"2024-04-16",mobile,304.82,4
A,1728,Ashley Ortega DDS,"2024-11-06",mobile,113.15,8
A,1730,Justin Obrien,"2021-04-29",mobile,499.73,4
B,1731,Teresa Williams,"2024-09-17",mobile,205.69,4
A,1732,Susan Logan,"2025-04-28",mobile,597.26,3
A,1734,Ryan Moore,"2025-02-03",mobile,270.76,2
A,1740,Mark Gonzalez,"2023-05-26",mobile,12.6,2
B,1743,Sydney Fuller,"2021-12-05",mobile,426.84,5
A,1744,Connor Spencer,"2024-07-16",mobile,77.5,5
B,1751,Jonathan Cain,"2024-03-03",mobile,124.07,5
A,1752,Lori Baird,"2024-11-18",mobile,489.49,4
B,1757,Madison Lewis,"2025-10-30",mobile,76.19,3
B,1759,Lisa Dalton,"2025-10-07",mobile,152.66,2
B,1761,Mrs. Jennifer Young,"2023-10-08",mobile,145.66,3
B,1763,Joseph Lewis,"2025-08-04",mobile,75.09,2
A,1766,Megan Graves,"2021-11-22",mobile,124.21,3
A,1768,Kimberly Stewart,"2025-07-03",mobile,235.21,3
B,1769,Clayton Yang,"2021-12-25",mobile,120.92,5
A,1770,Ryan Stevens,"2024-04-16",mobile,38.09,4
A,1772,Joseph Murphy,"2025-09-16",mobile,329.57,4
B,1775,Samuel Brooks,"2020-03-07",mobile,63.06,6
B,1777,Veronica Cole,"2023-06-08",mobile,108.71,7
A,1780,Jaime Moore,"2024-01-30",mobile,241.09,4
B,1783,Angela Hodge,"2020-10-17",mobile,67.97,2
A,1784,Tamara Baldwin,"2022-06-18",mobile,457.31,4
B,1785,Charles Washington,"2022-05-22",mobile,401.06,6
A,1788,Jessica Page,"2024-05-24",mobile,109.77,3
B,1791,Daniel Roberts,"2023-12-23",mobile,163.81,4
A,1794,Linda Barton,"2021-04-08",mobile,139.88,6
A,1800,Cassandra Schwartz,"2021-04-15",mobile,27.6,3
A,1804,Elizabeth Bartlett,"2025-05-14",mobile,186.2,3
B,1807,Cynthia Mayer,"2025-08-30",mobile,53.02,4
A,1808,Jennifer Compton,"2023-11-15",mobile,699.52,8
B,1809,Ashley Bailey,"2022-07-26",mobile,368.92,5
B,1811,Veronica Robertson,"2022-06-11",mobile,257.32,8
B,1825,Ryan Lindsey,"2022-11-06",mobile,82.61,2
B,1827,Carla Reyes,"2023-04-26",mobile,287.18,3
B,1833,Timothy Williams,"2024-07-03",mobile,642.64,6
B,1835,Jennifer Mccarthy,"2024-05-14",mobile,77.35,3
B,1837,Jillian Brennan,"2024-10-30",mobile,91.6,5
A,1842,Elizabeth Carpenter,"2022-08-21",mobile,263.46,2
B,1845,Danielle Collins,"2023-02-16",mobile,299.32,4
A,1846,Sarah Choi,"2025-03-08",mobile,118.83,3
B,1857,Daniel Mitchell DDS,"2021-03-19",mobile,19.15,5
B,1859,Megan Boyd,"2024-08-08",mobile,229.7,7
A,1860,Sharon Walker,"2022-05-04",mobile,242.24,5
A,1862,Patricia Smith,"2024-07-06",mobile,108.72,4
B,1867,Gregory Lewis,"2023-11-21",mobile,43.01,3
A,1876,Kevin Schmidt,"2021-07-10",mobile,257.01,5
A,1890,William Weaver,"2025-02-17",mobile,437.68,5
A,1892,Matthew Torres,"2020-12-06",mobile,296.11,6
A,1894,Kristopher Arnold,"2020-02-28",mobile,31.1,4
B,1901,Ricky Butler,"2020-05-23",mobile,625.15,7
A,1902,Jessica Espinoza,"2023-05-15",mobile,97.24,3
B,1903,Allison Bell,"2024-12-05",mobile,365.1,5
B,1905,Kaylee Villanueva,"2023-10-06",mobile,21.48,5
A,1906,Samantha Johnson,"2025-06-05",mobile,382.84,2
B,1913,Gregory Wilson,"2025-01-18",mobile,30.29,3
B,1923,Jon Valdez,"2021-07-22",mobile,350.95,4
B,1929,Ryan Baxter,"2021-05-23",mobile,11.72,2
B,1935,Lisa Hayden,"2022-04-10",mobile,40.49,3
A,1936,Juan Bass,"2021-03-28",mobile,78.27,3
B,1939,Kristi Bailey MD,"2022-12-28",mobile,59.87,2
B,1945,Timothy Miller,"2021-10-23",mobile,263.87,7
A,1948,Raymond Gallagher,"2025-04-21",mobile,52.34,3
B,1951,Wesley Phillips,"2023-02-06",mobile,17.87,4
A,1952,Andrea Conway,"2022-02-20",mobile,536.53,9
B,1955,Jennifer Gonzalez,"2021-12-01",mobile,427.11,3
A,1956,Karen Hale,"2025-04-18",mobile,211.82,2
A,1958,Maria Giles,"2023-07-08",mobile,145.9,3
B,1959,Sean Shelton,"2021-11-06",mobile,593.51,7
A,1960,Stephen Glover,"2024-04-10",mobile,42.24,2
A,1966,Jessica Thompson,"2025-02-06",mobile,188.54,3
A,1968,Eric Armstrong,"2024-09-17",mobile,28.23,2
A,1972,Mr. Ryan Bowen,"2021-08-29",mobile,135.19,3
B,1973,Joshua Pham,"2024-01-05",mobile,122.88,2
A,1976,Amy Collins,"2023-10-16",mobile,57.44,2
B,1977,Howard Burgess,"2025-06-30",mobile,282.11,5
B,1979,Luis Myers,"2020-01-16",mobile,70.47,3
B,1981,Casey Key,"2024-07-09",mobile,72.49,3
A,1982,Crystal Johnson DDS,"2023-05-11",mobile,63.55,2
B,1983,Daniel Brady DVM,"2021-05-27",mobile,60.9,4
A,1988,Jennifer Wright,"2022-11-04",mobile,23.07,2
A,1996,Terry Hanson,"2021-11-03",mobile,268.2,6
B,1999,Stephanie Reyes,"2023-10-03",mobile,331.51,4
A,2000,Chelsea Olson,"2022-01-21",mobile,143.42,5
B,2001,Patricia Lambert,"2025-08-10",mobile,549.04,5
B,2007,Curtis Tucker,"2024-06-27",mobile,246.16,3
A,2008,Robert Nguyen,"2023-07-27",mobile,118.2,8
B,2013,Melissa Fernandez DDS,"2022-10-21",mobile,149.68,5
B,2021,Theresa Richardson,"2021-12-15",mobile,204.84,5
A,2026,David Nelson,"2023-03-12",mobile,36.39,4
B,2029,Nicholas Martinez,"2022-11-26",mobile,478.4,5
B,2035,Timothy Perry,"2025-10-28",mobile,46.41,4
B,2039,Bradley Ibarra,"2020-11-24",mobile,309.24,2
B,2045,Megan Butler,"2022-10-19",mobile,100.22,2
B,2057,George Adams,"2020-12-02",mobile,317.04,3
A,2060,Jeffrey Garcia,"2025-02-08",mobile,385.61,3
B,2067,Kristen Jordan,"2020-01-21",mobile,336.93,8
A,2068,Jordan Robinson,"2025-09-30",mobile,304.92,3
B,2069,Kimberly Oliver,"2020-07-18",mobile,162.82,7
A,2070,Andrew Manning,"2025-01-08",mobile,66.48,2
B,2073,Angel Garcia,"2022-01-31",mobile,307.74,2
A,2078,Tanner Harris,"2023-07-15",mobile,1264.53,5
B,2079,Micheal Miranda,"2025-08-21",mobile,474.53,3
A,2084,Kelly Baker,"2021-10-12",mobile,520.74,7
B,2085,Chelsey Gordon,"2023-10-12",mobile,207.33,4
B,2087,Laura Thomas,"2024-09-03",mobile,214.82,2
B,2089,Brittany Nelson,"2023-04-18",mobile,247.29,2
A,2090,Chelsea Cruz,"2020-09-03",mobile,108.85,3
B,2091,David Randolph,"2025-07-20",mobile,36.69,6
B,2095,Nicholas Paul,"2020-10-03",mobile,212.74,5
B,2113,John Velazquez,"2021-12-24",mobile,57.86,3
A,2114,Sandra Vaughan,"2021-07-29",mobile,47.39,5
B,2115,Lori Johnson,"2025-06-17",mobile,248.57,4
A,2118,Kim Gutierrez,"2025-06-18",mobile,124.16,5
B,2121,Kevin Garza,"2024-09-24",mobile,680.76,7
A,2122,Belinda Payne,"2024-01-15",mobile,316.28,3
B,2123,Tamara Huffman,"2021-01-07",mobile,311.33,2
A,2124,Todd Ali Jr.,"2025-05-10",mobile,270.78,7
B,2125,Jonathan Clark,"2025-07-07",mobile,93.15,3
A,2128,Nichole Schroeder,"2025-09-25",mobile,90.95,3
B,2129,Thomas Hughes,"2020-01-04",mobile,179.18,5
B,2131,Suzanne Cole,"2020-07-28",mobile,105.35,3
B,2133,Andrew Smith,"2022-12-20",mobile,561.29,5
A,2134,Dustin Lee,"2023-01-08",mobile,108.81,4
A,2136,Mark Ward,"2021-02-05",mobile,66.22,2
B,2137,Brian Mathis,"2021-03-17",mobile,141.04,5
B,2139,Ashley Levine,"2021-08-20",mobile,182.01,3
A,2140,Jamie Mcfarland,"2023-10-28",mobile,137.81,4
B,2141,Rodney Collins,"2022-12-13",mobile,506.38,5
A,2142,Kelly Bell,"2025-08-23",mobile,81.82,6
A,2144,Wendy Thompson,"2022-10-07",mobile,444.46,4
A,2148,Anna Garcia,"2025-09-13",mobile,468.17,4
A,2150,Dr. Catherine Garza,"2020-12-10",mobile,388.93,7
B,2151,Lindsey Jacobs,"2023-05-31",mobile,481.12,4
A,2152,Omar Winters,"2021-05-24",mobile,264.99,3
A,2158,Henry Bell,"2025-06-23",mobile,126.35,3
B,2161,Thomas Gibbs,"2024-09-24",mobile,58.75,5
B,2165,Caroline Moore,"2020-02-11",mobile,195.87,5
A,2166,Crystal Flores,"2021-09-27",mobile,203.44,4
B,2173,Christina Martin,"2020-05-10",mobile,30.61,2
B,2175,Shari Lynch,"2022-11-22",mobile,54.13,3
A,2178,Eric Robinson,"2022-10-18",mobile,258.68,4
B,2181,Kimberly Chase,"2021-09-15",mobile,36.15,4
B,2183,Elizabeth Hall,"2022-01-13",mobile,42.86,2
A,2184,Marc Smith,"2024-10-02",mobile,292.71,3
B,2185,Kelly Freeman,"2025-08-15",mobile,78.66,2
B,2187,Steve Johnson,"2024-11-02",mobile,43.63,2
A,2188,Deborah Reyes,"2021-12-10",mobile,185.33,6
B,2191,Jimmy Hodge,"2023-05-05",mobile,53.7,6
B,2193,Laurie Hill MD,"2020-06-03",mobile,346.42,5
B,2195,Peter Hogan,"2020-05-04",mobile,52.8,3
B,2197,Kim Patel,"2021-02-04",mobile,366.01,2
B,2207,Michael Bryant MD,"2022-10-31",mobile,514.37,6
A,2210,Jamie Bailey,"2021-01-04",mobile,90.18,3
A,2212,Kenneth Poole,"2021-05-16",mobile,93.0,4
B,2219,William Hanna,"2020-07-07",mobile,472.97,7
A,2220,John Guzman,"2022-12-08",mobile,20.94,2
B,2221,Cody Lucas,"2022-10-20",mobile,63.69,3
A,2222,David Trevino,"2022-02-03",mobile,155.74,3
B,2223,Ashley Scott,"2025-04-01",mobile,282.55,6
B,2225,Arthur Hobbs,"2023-07-25",mobile,183.41,4
A,2228,Katherine Bush,"2022-02-27",mobile,94.77,6
A,2230,Joe Sanchez,"2024-05-18",mobile,469.62,5
A,2236,Eric Reyes,"2024-06-24",mobile,229.74,2
B,2237,Christopher French,"2020-07-07",mobile,293.56,8
B,2239,Angela Norris MD,"2021-01-16",mobile,60.81,2
B,2241,Jackson Wilcox,"2022-01-24",mobile,106.12,5
A,2246,Jill Sanchez,"2022-02-12",mobile,333.22,3
B,2255,Alex Gutierrez,"2025-07-31",mobile,235.27,2
A,2258,Jennifer Carroll,"2024-09-30",mobile,13.72,3
B,2261,David Reyes,"2023-06-19",mobile,203.95,2
A,2268,John Scott,"2021-09-21",mobile,14.08,2
B,2269,Robert Miller,"2022-07-29",mobile,314.72,5
B,2271,Stephanie Hicks,"2024-04-27",mobile,38.57,2
A,2272,Mr. William Jackson PhD,"2023-09-24",mobile,158.96,4
A,2274,Lisa Phillips,"2023-02-05",mobile,30.84,3
B,2285,Amanda Hall,"2024-07-05",mobile,16.96,7
A,2286,Molly Martin,"2023-05-11",mobile,167.32,5
B,2289,Sabrina Lopez,"2024-08-18",mobile,40.86,4
B,2291,Terrence Evans,"2022-01-15",mobile,955.43,3
A,2292,Sherry Chavez,"2021-06-09",mobile,54.44,7
B,2293,Mary Owens,"2020-01-16",mobile,139.05,3
A,2296,Melinda Byrd,"2022-09-24",mobile,489.79,4
A,2298,Teresa Dalton,"2020-11-15",mobile,148.31,6
B,2299,Danielle Jefferson,"2024-05-04",mobile,246.33,5
A,2300,Hannah Maddox,"2024-12-20",mobile,113.95,4
B,2303,Timothy Jordan,"2022-02-17",mobile,241.18,5
A,2308,Miguel Bennett,"2023-04-15",mobile,296.41,6
A,2314,Dawn Mcdaniel,"2024-08-20",mobile,369.96,5
A,2320,John Stevens,"2024-09-07",mobile,46.92,3
B,2323,Carol Jones,"2025-01-10",mobile,46.99,5
A,2324,Jonathan Bennett,"2023-03-20",mobile,417.41,6
B,2325,Crystal Compton,"2023-10-11",mobile,131.99,3
B,2329,Christopher Miller,"2022-06-28",mobile,270.38,5
B,2341,Christina Woodward MD,"2021-06-26",mobile,252.81,4
B,2345,Raymond Murphy,"2021-09-07",mobile,169.78,9
A,2346,Wendy Wright,"2022-08-05",mobile,84.05,3
A,2350,Eric Oneal,"2024-09-24",mobile,85.16,3
B,2351,Sarah Moreno,"2021-04-23",mobile,47.85,2
B,2353,Richard Parker,"2020-06-06",mobile,27.11,4
A,2356,Kimberly Cuevas,"2021-06-15",mobile,12.08,4
A,2364,Lisa Mcmillan,"2021-06-02",mobile,71.38,2
A,2366,Michael Baker,"2020-03-20",mobile,78.1,2
A,2370,Katherine Ware,"2025-02-23",mobile,53.55,4
B,2371,Maria Sandoval,"2020-11-09",mobile,29.51,2
B,2373,Tammy Stone,"2021-08-26",mobile,111.55,6
B,2379,Mitchell Herrera,"2023-03-31",mobile,27.68,4
A,2384,Shawna Hendricks,"2020-02-14",mobile,413.19,7
A,2386,Benjamin Chambers,"2022-10-04",mobile,440.22,5
B,2387,Mr. Charles Herrera,"2025-02-05",mobile,481.41,5
B,2389,Jacob Johnson,"2023-05-31",mobile,261.44,2
B,2391,Brittany Barnes,"2024-02-21",mobile,110.55,4
B,2393,Whitney Martin,"2024-10-03",mobile,28.03,2
B,2401,James Yates,"2022-02-04",mobile,196.82,4
A,2404,Paul Jones,"2023-06-27",mobile,116.15,3
B,2407,Melanie Reilly MD,"2025-07-07",mobile,55.05,5
A,2408,Ryan Gallagher,"2020-12-27",mobile,158.14,7
B,2409,Brooke Nichols,"2025-05-28",mobile,221.96,3
A,2410,Kari George,"2022-03-17",mobile,200.55,4
B,2421,Rhonda Wilson,"2021-12-04",mobile,33.26,3
B,2423,Jennifer Cherry,"2023-06-26",mobile,75.72,2
A,2424,James Green,"2020-07-16",mobile,66.46,2
B,2427,Daniel Flowers,"2024-05-01",mobile,167.5,6
A,2428,Stephanie Ward,"2023-12-18",mobile,392.51,6
B,2429,Bradley Fernandez,"2021-08-01",mobile,373.65,6
B,2437,Stephanie Zamora,"2023-05-17",mobile,317.26,7
A,2440,Carly Henry,"2022-03-08",mobile,145.19,6
B,2441,John White,"2020-08-13",mobile,108.81,4
A,2442,Jamie Martinez,"2025-01-27",mobile,321.25,2
B,2443,Rachel Gregory,"2023-05-06",mobile,290.59,2
B,2445,Cameron Anderson DDS,"2020-06-17",mobile,289.45,2
A,2448,Holly Sullivan,"2025-09-09",mobile,225.23,3
B,2451,Jeffrey Andrews,"2021-11-18",mobile,65.93,4
A,2452,James Thomas,"2025-09-21",mobile,372.3,5
A,2454,Sherri Moore,"2020-11-24",mobile,51.23,6
B,2457,Dawn Edwards,"2022-03-19",mobile,33.63,2
A,2458,Jason Mitchell,"2020-05-02",mobile,31.31,2
B,2459,Teresa Nelson,"2025-02-07",mobile,63.61,3
A,2460,Jamie Andersen,"2023-03-16",mobile,44.13,5
B,2467,Erin Baldwin,"2022-05-27",mobile,17.08,6
A,2468,Douglas Mason,"2025-06-09",mobile,437.3,4
B,2473,William Watson,"2025-06-17",mobile,186.98,4
A,2474,Paul Houston,"2022-05-06",mobile,91.27,4
B,2475,William Miller,"2025-06-05",mobile,612.17,5
A,2478,Brian Reyes,"2020-08-16",mobile,123.36,4
A,2482,Julia Mcgrath,"2023-07-22",mobile,185.04,3
A,2484,Lance Torres,"2024-10-27",mobile,221.62,6
A,2486,Rachel Galloway,"2024-02-08",mobile,93.78,4
B,2489,Jason Smith,"2020-06-15",mobile,260.56,8
A,2490,William Lewis,"2023-08-14",mobile,57.8,6
A,2494,Michael Vazquez,"2023-11-11",mobile,432.24,5
A,2496,Susan Schultz,"2025-02-16",mobile,139.13,4
A,2498,Harold Moore,"2023-03-22",mobile,64.1,3
B,2501,James Leonard,"2020-02-02",mobile,267.39,6
A,2502,Lisa Nicholson,"2025-05-09",mobile,43.24,4
B,2503,Jason Valenzuela,"2022-12-24",mobile,78.85,3
A,2504,Lori Gonzalez,"2022-03-11",mobile,142.68,5
B,2507,Debra Schroeder,"2024-02-20",mobile,366.59,6
B,2509,Kimberly Hardin,"2021-06-10",mobile,106.31,3
A,2510,Tricia Brown,"2024-05-02",mobile,57.2,2
B,2511,Aaron Arnold,"2023-02-17",mobile,151.14,6
A,2512,Jessica Esparza,"2022-04-13",mobile,292.55,3
A,2516,Matthew Jensen,"2023-01-24",mobile,613.85,4
A,2518,Nicholas Johnson,"2020-01-22",mobile,161.02,4
B,2519,Jasmine Johnson,"2021-05-06",mobile,472.05,3
A,2520,Diana Barry,"2020-06-24",mobile,312.3,4
A,2522,Victoria Gordon,"2024-10-16",mobile,71.03,3
B,2531,Lawrence Massey,"2025-07-19",mobile,440.0,6
B,2533,Katelyn Edwards,"2020-06-11",mobile,100.72,3
B,2535,Mary Walker,"2022-06-07",mobile,71.62,4
A,2542,Angela Velazquez,"2022-08-06",mobile,214.99,7
A,2548,Andrea Webster,"2024-11-09",mobile,60.4,2
B,2549,Jason Wolfe,"2024-09-05",mobile,59.24,4
A,2552,Shawn Phillips,"2022-09-16",mobile,216.09,6
A,2558,Diane Kelly,"2021-04-25",mobile,423.05,5
A,2560,Matthew Townsend,"2024-09-04",mobile,246.8,5
B,2561,Michael Levine,"2023-05-26",mobile,447.62,4
A,2562,Karen Santiago,"2025-09-17",mobile,521.06,4
B,2563,Jenna White,"2022-12-18",mobile,467.8,3
A,2564,Kyle Harris,"2023-09-03",mobile,417.25,3
B,2565,Patricia Guzman,"2023-09-12",mobile,305.11,2
A,2570,Charles Thompson,"2021-04-07",mobile,138.83,4
B,2571,Susan Vaughn,"2021-05-02",mobile,159.7,4
B,2573,Michael Chandler,"2025-01-27",mobile,469.06,4
A,2574,Kristen Smith,"2024-11-05",mobile,99.17,5
B,2577,Deanna Flores,"2022-09-06",mobile,59.33,2
B,2579,Teresa Schwartz,"2020-10-30",mobile,28.13,5
B,2581,Michael Casey,"2023-03-13",mobile,17.31,3
A,2584,Jacob Mahoney,"2024-12-07",mobile,124.12,3
B,2587,Antonio Jenkins,"2025-04-02",mobile,94.35,3
B,2589,Tammy Lopez,"2023-03-29",mobile,30.27,2
A,2594,Michelle Morris,"2024-02-27",mobile,51.43,2
B,2595,Andrew Gomez,"2025-03-23",mobile,97.67,4
A,2596,Victor Armstrong,"2025-06-28",mobile,356.36,3
B,2597,Dana Rodriguez,"2020-12-07",mobile,215.7,4
A,2604,Patricia Sutton,"2022-03-08",mobile,603.94,4
B,2611,Steven Garrison,"2025-05-28",mobile,15.72,6
A,2612,Adam Martin,"2022-08-04",mobile,118.51,2
B,2615,Richard Smith,"2020-11-30",mobile,65.84,5
A,2616,Donald Young,"2022-04-28",mobile,23.21,2
A,2618,Angel Meyer,"2025-03-23",mobile,91.23,3
A,2620,Franklin Phillips,"2025-04-27",mobile,150.09,5
A,2622,Charles May,"2020-05-09",mobile,30.61,3
A,2632,Michael Rowe,"2020-07-01",mobile,250.25,3
A,2640,Christopher Wilkinson,"2025-10-24",mobile,58.98,4
B,2641,Karen Smith,"2020-07-15",mobile,175.6,4
B,2645,Carl Sanders,"2025-10-23",mobile,278.52,3
B,2653,Nicole Reeves,"2021-10-15",mobile,164.16,3
B,2655,Brian Johnson,"2020-07-07",mobile,70.75,3
A,2656,Stephanie Cook,"2024-03-23",mobile,23.03,2
A,2658,Christopher Brown,"2023-02-20",mobile,58.12,7
B,2661,Shawn Rodriguez,"2023-07-21",mobile,10.18,4
B,2663,David Luna,"2022-11-08",mobile,190.04,5
A,2664,Phillip Smith,"2021-05-21",mobile,110.26,5
A,2670,Bonnie Parrish,"2021-02-04",mobile,220.06,6
A,2672,Kristin Solomon,"2023-04-16",mobile,315.51,6
A,2676,Zoe Wilson,"2023-12-29",mobile,98.22,3
B,2677,Robert Steele,"2025-01-28",mobile,180.48,5
A,2678,Christina Jones,"2023-08-25",mobile,79.84,3
A,2680,Mikayla Hall,"2024-01-01",mobile,148.69,2
B,2683,Christian Conway,"2024-09-12",mobile,78.41,2
B,2685,Tyler Williams,"2025-02-07",mobile,321.83,6
B,2691,Katrina Stevens,"2023-05-31",mobile,255.96,6
A,2692,Mary Thomas,"2020-06-09",mobile,477.71,3
A,2696,Brianna Mcguire,"2021-05-03",mobile,90.3,2
B,2697,Tammy Ingram,"2025-07-02",mobile,18.75,3
A,2698,Joseph Jacobs,"2021-07-23",mobile,131.17,8
B,2705,Adam Johns,"2025-09-13",mobile,457.08,5
A,2706,Richard Bryant,"2023-03-25",mobile,118.04,4
B,2713,William Kelly,"2024-09-19",mobile,18.98,5
A,2714,John Savage,"2025-06-30",mobile,39.27,4
A,2718,Patricia Flores,"2022-11-03",mobile,14.82,2
B,2719,Megan Johnson,"2025-03-01",mobile,582.77,7
A,2720,David Williams,"2024-02-11",mobile,153.06,4
B,2721,April Evans,"2024-11-03",mobile,242.76,5
A,2726,Pam Burns,"2021-11-17",mobile,45.87,6
B,2727,Robert Brock,"2021-05-11",mobile,68.55,4
A,2728,Brian Waters,"2023-05-10",mobile,176.84,4
B,2731,Mary Odom,"2024-01-17",mobile,174.68,3
A,2732,Gregory Brown,"2023-08-13",mobile,131.04,6
A,2734,Brandon Romero,"2021-03-12",mobile,68.58,3
A,2736,Rebecca Miller,"2023-04-02",mobile,54.58,2
A,2746,Claire Mullins,"2022-07-21",mobile,172.63,3
A,2748,Frank Taylor,"2022-02-22",mobile,40.72,4
A,2752,Anna Guerrero,"2024-07-16",mobile,471.5,4
B,2753,Natasha Le,"2020-12-31",mobile,61.63,7
